filename,psnr,ssim
1.png,31.63183919464708,0.9183655
2.png,30.361580819883226,0.7950676
3.png,23.99177988044757,0.8306332
4.png,29.55640708492996,0.9406855
5.png,28.984876975073547,0.85013294
6.png,27.124793738778152,0.8506276
7.png,23.766626463326634,0.80240315
8.png,29.19601584191004,0.8807964
9.png,25.022920327494745,0.79192305
10.png,31.553947392663066,0.93299526
11.png,28.87219404937031,0.87385994
12.png,29.055179007606352,0.8707598
13.png,33.4692821570695,0.92867583
14.png,28.058340997364898,0.8521679
15.png,35.33036416352222,0.94763535
16.png,24.426364223514327,0.8320823
17.png,30.283644200710693,0.8641417
18.png,25.34407889253654,0.82089376
19.png,22.999334823602446,0.69606024
20.png,29.43419599996186,0.8930948
21.png,27.531921873738362,0.7202427
22.png,29.471821653942452,0.8877966
23.png,28.0922004518782,0.89113164
24.png,29.556296465951828,0.90529275
25.png,28.769315559684223,0.88426477
26.png,24.90976852226823,0.8812432
27.png,29.713305608394926,0.8956628
28.png,24.732204307169702,0.8850501
29.png,30.250992221855334,0.8141468
30.png,30.490652789696746,0.9077595
31.png,23.482835218443377,0.7468098
32.png,31.445169154526994,0.90016794
33.png,33.0844431080556,0.9417843
34.png,28.268624052950074,0.86512136
35.png,30.330515480662733,0.88453203
36.png,29.393902185995366,0.8918278
37.png,20.94549358620043,0.6988699
38.png,24.48738882549786,0.762983
39.png,25.93939743652423,0.8638111
40.png,27.82413201289745,0.89294934
41.png,26.955503819419096,0.8861723
42.png,22.327465778462216,0.73792857
43.png,27.33104531953164,0.8786915
44.png,29.9481948478722,0.9318807
45.png,27.16093647535378,0.8831157
46.png,26.627960626407244,0.9077406
47.png,29.435133889256825,0.8803918
48.png,30.764896134634743,0.88954496
49.png,27.14130458564283,0.8069213
50.png,33.844631925921945,0.92031354
51.png,26.170910241945798,0.8679397
52.png,24.9781493128496,0.73279935
53.png,23.601698815519367,0.7652971
54.png,29.60585252433316,0.905622
55.png,19.75468065715272,0.70241547
56.png,27.74039165522474,0.8416355
57.png,27.264429842687413,0.8606263
58.png,21.70334548558001,0.666671
59.png,21.87686679941665,0.7370577
60.png,32.893219210499865,0.9311269
61.png,26.547496894694156,0.826166
62.png,25.69797213945035,0.8166695
63.png,26.669196237251,0.89841443
64.png,28.278699102927952,0.877861
65.png,23.947583184309885,0.8385787
66.png,27.86728050693517,0.82615906
67.png,21.159303227135204,0.6443743
68.png,24.96845469749021,0.82449657
69.png,27.19718764804253,0.85980636
70.png,26.61276193476864,0.88439566
71.png,27.881531126228186,0.8772715
72.png,31.191356272870728,0.9149588
73.png,26.67529776212848,0.81909776
74.png,30.00470646732815,0.89701796
75.png,28.9869812705688,0.91732097
76.png,32.55232872102685,0.93040305
77.png,23.220636169727836,0.81009626
78.png,28.833741312747133,0.89567804
79.png,28.77941667305201,0.8422673
80.png,30.87573441650662,0.8852692
81.png,26.262404458707902,0.89642996
82.png,24.056377532074926,0.847454
83.png,28.192852233590408,0.8258758
84.png,27.378262864517396,0.906856
85.png,25.193867132275884,0.9274931
86.png,26.462143062147412,0.8989272
87.png,26.96008960214771,0.8647105
88.png,29.706630181503076,0.9006128
89.png,30.78955380465187,0.8969877
90.png,23.165326553037563,0.76324433
91.png,25.882590934017998,0.793128
92.png,22.33264591059399,0.7652488
93.png,24.84731553219419,0.8642133
94.png,27.02418953825612,0.7388418
95.png,29.781683402909493,0.7032375
96.png,26.0736887799472,0.8251646
97.png,30.39572293572599,0.9283798
98.png,29.807208111781534,0.8515832
99.png,21.63082236209629,0.74779433
100.png,26.791123166711387,0.84164435
